outfit_id,top,bottom,shoes,top_color,bottom_color,shoe_color,top_fit,bottom_fit,shoe_fit,style_category,STYLE_SCORE,COLOR_SCORE,FIT_SCORE,final_score,label
O02516,linen shirt,jeans,sneakers,gray,beige,gray,slim,oversized,tailored,minimal,0.43,0.45,0.82,0.55,bad
O02517,tank top,cargo pants,sandals,black,red,white,slim,slim,baggy,minimal,0.33,0.76,0.65,0.55,bad
O02518,polo,jeans,oxfords,navy,red,blue,slim,tailored,oversized,streetwear,0.55,0.5,0.41,0.49,bad
O02519,white tee,shorts,sneakers,brown,green,navy,regular,baggy,baggy,casual,0.71,0.75,0.89,0.78,good
O02520,sweater,shorts,sneakers,brown,beige,black,tailored,slim,baggy,streetwear,0.8,0.5,0.74,0.69,average
O02521,white tee,jeans,oxfords,gray,navy,black,regular,regular,slim,business,0.48,0.86,0.59,0.63,average
O02522,linen shirt,shorts,sandals,blue,brown,beige,slim,baggy,baggy,sport,0.41,0.53,0.69,0.53,bad
O02523,white tee,skirt,oxfords,brown,beige,beige,oversized,oversized,slim,sport,0.75,0.49,0.92,0.72,average
O02524,graphic tee,jeans,sneakers,blue,green,beige,regular,slim,baggy,business,0.71,0.91,0.92,0.83,good
O02525,turtleneck,shorts,boots,navy,green,green,regular,baggy,baggy,streetwear,0.9,0.55,0.82,0.77,good
O02526,graphic tee,track pants,boots,brown,red,green,oversized,tailored,slim,minimal,0.7,0.77,0.47,0.65,average
O02527,white tee,jeans,oxfords,navy,white,red,oversized,baggy,regular,business,0.34,0.91,0.6,0.59,average
O02528,turtleneck,track pants,sandals,black,red,red,oversized,baggy,baggy,sport,0.84,0.57,0.49,0.65,average
O02529,white tee,chinos,sneakers,black,navy,brown,baggy,slim,regular,minimal,0.32,0.41,0.75,0.48,bad
O02530,navy blazer,cargo pants,boots,green,gray,green,slim,slim,regular,casual,0.89,0.41,0.5,0.63,average
O02531,flannel,cargo pants,loafers,beige,green,red,baggy,slim,regular,streetwear,0.37,0.62,0.58,0.51,bad
O02532,graphic tee,trousers,loafers,blue,beige,navy,regular,tailored,baggy,streetwear,0.42,0.67,0.94,0.65,average
O02533,sweater,chinos,loafers,navy,green,white,tailored,oversized,slim,minimal,0.81,0.92,0.95,0.89,good
O02534,denim jacket,jeans,heels,black,green,navy,slim,slim,oversized,sport,0.7,0.52,0.62,0.62,average
O02535,flannel,cargo pants,oxfords,red,gray,white,baggy,regular,oversized,minimal,0.34,0.87,0.73,0.62,average
O02536,linen shirt,jeans,sandals,blue,beige,black,slim,slim,tailored,casual,0.91,0.49,0.62,0.7,average
O02537,graphic tee,shorts,boots,navy,white,black,slim,oversized,regular,minimal,0.58,0.67,0.62,0.62,average
O02538,tank top,cargo pants,oxfords,beige,gray,black,slim,tailored,baggy,sport,0.31,0.42,0.42,0.38,bad
O02539,denim jacket,jeans,heels,navy,gray,black,regular,slim,slim,business,0.83,0.82,0.7,0.79,good
O02540,black hoodie,skirt,sneakers,brown,blue,beige,slim,regular,oversized,business,0.51,0.79,0.79,0.68,average
O02541,turtleneck,jeans,sneakers,blue,beige,black,oversized,baggy,oversized,sport,0.89,0.51,0.74,0.73,good
O02542,black hoodie,track pants,heels,blue,gray,gray,slim,slim,regular,sport,0.84,0.65,0.46,0.67,average
O02543,turtleneck,chinos,loafers,red,gray,navy,tailored,regular,tailored,business,0.77,0.78,0.65,0.74,good
O02544,turtleneck,chinos,boots,white,black,gray,slim,baggy,oversized,minimal,0.6,0.86,0.82,0.74,good
O02545,polo,jeans,boots,gray,black,beige,tailored,tailored,slim,minimal,0.66,0.84,0.43,0.65,average
O02546,navy blazer,jeans,boots,navy,red,white,regular,baggy,slim,sport,0.81,0.65,0.94,0.8,good
O02547,graphic tee,track pants,sandals,blue,gray,brown,tailored,oversized,tailored,casual,0.6,0.89,0.94,0.79,good
O02548,polo,trousers,oxfords,navy,red,green,tailored,regular,baggy,streetwear,0.63,0.48,0.94,0.68,average
O02549,turtleneck,jeans,heels,brown,green,brown,baggy,slim,tailored,business,0.37,0.71,0.6,0.54,bad
O02550,linen shirt,jeans,sandals,gray,black,red,slim,regular,regular,minimal,0.53,0.92,0.51,0.64,average
O02551,black hoodie,jeans,boots,black,navy,beige,regular,baggy,baggy,casual,0.84,0.65,0.92,0.81,good
O02552,turtleneck,shorts,sandals,blue,white,red,tailored,tailored,tailored,streetwear,0.5,0.67,0.95,0.69,average
O02553,linen shirt,chinos,sandals,beige,navy,green,baggy,baggy,baggy,sport,0.42,0.55,0.52,0.49,bad
O02554,polo,skirt,sandals,gray,beige,black,slim,slim,regular,sport,0.74,0.58,0.6,0.65,average
O02555,turtleneck,jeans,sandals,beige,white,beige,oversized,tailored,tailored,streetwear,0.31,0.45,0.84,0.51,bad
O02556,navy blazer,skirt,sneakers,blue,gray,beige,slim,regular,slim,casual,0.5,0.7,0.53,0.57,average
O02557,white tee,chinos,boots,gray,navy,white,baggy,regular,tailored,streetwear,0.64,0.45,0.68,0.59,average
O02558,white tee,skirt,oxfords,blue,blue,brown,slim,oversized,oversized,sport,0.62,0.63,0.92,0.71,average
O02559,denim jacket,track pants,loafers,black,white,black,regular,oversized,oversized,minimal,0.51,0.88,0.6,0.65,average
O02560,white tee,shorts,oxfords,white,blue,beige,oversized,baggy,tailored,business,0.34,0.41,0.51,0.41,bad
O02561,linen shirt,track pants,sneakers,red,white,green,tailored,oversized,slim,casual,0.35,0.55,0.9,0.57,average
O02562,denim jacket,trousers,sneakers,brown,red,gray,oversized,tailored,slim,minimal,0.74,0.55,0.52,0.62,average
O02563,tank top,chinos,sneakers,blue,brown,green,slim,slim,regular,sport,0.66,0.63,0.66,0.65,average
O02564,tank top,track pants,oxfords,beige,beige,brown,regular,baggy,regular,sport,0.43,0.91,0.48,0.59,average
O02565,navy blazer,cargo pants,boots,navy,white,blue,tailored,slim,slim,streetwear,0.54,0.56,0.83,0.63,average
O02566,graphic tee,cargo pants,oxfords,gray,black,brown,tailored,slim,baggy,business,0.59,0.91,0.77,0.74,good
O02567,turtleneck,cargo pants,sneakers,brown,blue,green,slim,oversized,regular,business,0.39,0.65,0.58,0.53,bad
O02568,tank top,jeans,loafers,white,beige,gray,tailored,regular,regular,streetwear,0.51,0.58,0.52,0.53,bad
O02569,white tee,track pants,boots,navy,beige,gray,slim,regular,regular,sport,0.62,0.55,0.65,0.61,average
O02570,linen shirt,jeans,heels,black,brown,gray,oversized,oversized,baggy,business,0.76,0.72,0.55,0.69,average
O02571,tank top,track pants,sneakers,beige,blue,gray,baggy,regular,oversized,minimal,0.48,0.8,0.74,0.65,average
O02572,white tee,jeans,boots,blue,navy,beige,baggy,regular,tailored,casual,0.68,0.6,0.69,0.66,average
O02573,flannel,skirt,loafers,navy,blue,black,tailored,regular,oversized,casual,0.78,0.44,0.72,0.66,average
O02574,turtleneck,track pants,loafers,green,gray,red,regular,tailored,regular,minimal,0.55,0.4,0.57,0.51,bad
O02575,navy blazer,shorts,boots,white,black,blue,tailored,oversized,oversized,casual,0.64,0.58,0.55,0.59,average
O02576,linen shirt,chinos,loafers,gray,green,beige,oversized,oversized,regular,sport,0.89,0.64,0.77,0.78,good
O02577,denim jacket,cargo pants,sneakers,blue,red,black,tailored,slim,oversized,casual,0.79,0.5,0.8,0.71,average
O02578,polo,track pants,heels,blue,navy,green,tailored,baggy,regular,business,0.45,0.53,0.85,0.59,average
O02579,denim jacket,chinos,oxfords,navy,beige,gray,baggy,baggy,tailored,casual,0.89,0.93,0.59,0.81,good
O02580,flannel,cargo pants,heels,black,white,gray,slim,slim,slim,casual,0.81,0.8,0.57,0.74,good
O02581,white tee,cargo pants,boots,blue,blue,blue,regular,regular,slim,streetwear,0.63,0.77,0.67,0.68,average
O02582,tank top,skirt,oxfords,brown,gray,navy,regular,slim,baggy,streetwear,0.86,0.7,0.73,0.77,good
O02583,linen shirt,shorts,loafers,black,white,green,regular,tailored,regular,sport,0.71,0.47,0.67,0.63,average
O02584,sweater,jeans,boots,brown,beige,brown,oversized,slim,regular,minimal,0.32,0.63,0.63,0.51,bad
O02585,denim jacket,track pants,sneakers,red,blue,red,slim,slim,tailored,business,0.52,0.63,0.4,0.52,bad
O02586,graphic tee,shorts,loafers,red,black,white,oversized,regular,slim,minimal,0.54,0.57,0.92,0.66,average
O02587,white tee,track pants,oxfords,beige,navy,navy,baggy,regular,baggy,casual,0.75,0.85,0.89,0.82,good
O02588,graphic tee,chinos,oxfords,blue,white,green,oversized,baggy,regular,business,0.88,0.56,0.79,0.76,good
O02589,graphic tee,shorts,sandals,red,gray,green,slim,regular,tailored,business,0.94,0.55,0.66,0.74,good
O02590,white tee,skirt,heels,green,white,black,slim,regular,tailored,minimal,0.51,0.73,0.73,0.64,average
O02591,tank top,cargo pants,sneakers,brown,black,beige,tailored,oversized,baggy,streetwear,0.32,0.9,0.53,0.56,average
O02592,flannel,cargo pants,sneakers,black,brown,red,oversized,tailored,oversized,minimal,0.7,0.87,0.85,0.8,good
O02593,denim jacket,chinos,heels,blue,navy,white,regular,tailored,regular,streetwear,0.41,0.92,0.72,0.66,average
O02594,navy blazer,trousers,heels,blue,red,white,baggy,oversized,tailored,sport,0.77,0.43,0.84,0.69,average
O02595,white tee,jeans,sneakers,navy,beige,beige,regular,regular,baggy,casual,0.39,0.89,0.79,0.66,average
O02596,tank top,cargo pants,boots,white,white,brown,slim,regular,tailored,business,0.49,0.66,0.91,0.67,average
O02597,black hoodie,track pants,oxfords,black,blue,black,regular,baggy,regular,casual,0.92,0.48,0.64,0.7,average
O02598,linen shirt,chinos,sandals,brown,green,black,tailored,tailored,regular,business,0.5,0.79,0.82,0.68,average
O02599,flannel,cargo pants,oxfords,gray,black,navy,baggy,regular,regular,minimal,0.47,0.67,0.73,0.61,average
O02600,graphic tee,trousers,boots,red,black,gray,oversized,oversized,baggy,minimal,0.72,0.95,0.58,0.75,good
O02601,polo,chinos,heels,gray,brown,red,oversized,tailored,tailored,casual,0.85,0.72,0.75,0.78,good
O02602,white tee,cargo pants,sandals,blue,red,red,baggy,oversized,oversized,minimal,0.75,0.75,0.74,0.75,good
O02603,polo,cargo pants,heels,black,black,green,slim,oversized,baggy,minimal,0.91,0.46,0.7,0.71,average
O02604,polo,track pants,sandals,brown,brown,brown,baggy,slim,slim,business,0.94,0.94,0.49,0.8,good
O02605,sweater,jeans,sandals,brown,gray,blue,baggy,oversized,slim,casual,0.65,0.62,0.7,0.66,average
O02606,navy blazer,shorts,sneakers,black,green,gray,oversized,oversized,regular,casual,0.63,0.54,0.63,0.6,average
O02607,polo,chinos,oxfords,black,black,green,oversized,regular,slim,minimal,0.81,0.63,0.94,0.8,good
O02608,denim jacket,chinos,oxfords,gray,navy,brown,baggy,oversized,baggy,minimal,0.64,0.61,0.46,0.58,average
O02609,polo,shorts,sandals,red,blue,blue,baggy,slim,oversized,sport,0.79,0.77,0.48,0.69,average
O02610,sweater,shorts,oxfords,blue,gray,white,baggy,baggy,regular,business,0.34,0.65,0.91,0.6,average
O02611,white tee,jeans,sandals,white,green,blue,oversized,oversized,baggy,minimal,0.64,0.65,0.9,0.72,average
O02612,linen shirt,cargo pants,heels,red,green,brown,regular,tailored,regular,minimal,0.32,0.51,0.82,0.53,bad
O02613,white tee,trousers,loafers,gray,brown,white,oversized,baggy,tailored,sport,0.59,0.64,0.67,0.63,average
O02614,flannel,jeans,sneakers,beige,gray,white,regular,baggy,regular,sport,0.44,0.58,0.58,0.52,bad
O02615,sweater,chinos,boots,beige,beige,navy,tailored,regular,baggy,sport,0.86,0.85,0.7,0.81,good
O02616,flannel,jeans,loafers,gray,blue,blue,baggy,regular,slim,sport,0.38,0.69,0.84,0.61,average
O02617,polo,shorts,sandals,blue,navy,red,slim,regular,baggy,casual,0.7,0.46,0.74,0.64,average
O02618,graphic tee,trousers,oxfords,navy,beige,gray,slim,oversized,slim,casual,0.56,0.6,0.81,0.65,average
O02619,turtleneck,chinos,oxfords,black,beige,gray,baggy,oversized,oversized,minimal,0.49,0.88,0.65,0.66,average
O02620,tank top,chinos,heels,white,beige,brown,baggy,tailored,regular,casual,0.78,0.43,0.57,0.61,average
O02621,denim jacket,track pants,sandals,white,blue,white,regular,regular,oversized,business,0.41,0.48,0.61,0.49,bad
O02622,white tee,track pants,heels,gray,gray,beige,slim,oversized,regular,casual,0.75,0.89,0.91,0.84,good
O02623,white tee,jeans,sneakers,brown,brown,blue,slim,tailored,slim,business,0.46,0.67,0.69,0.59,average
O02624,polo,chinos,sneakers,blue,white,white,regular,regular,regular,minimal,0.43,0.71,0.52,0.54,bad
O02625,linen shirt,jeans,heels,navy,white,white,baggy,tailored,tailored,streetwear,0.72,0.56,0.5,0.61,average
O02626,denim jacket,trousers,oxfords,white,beige,beige,tailored,tailored,slim,casual,0.63,0.41,0.57,0.55,bad
O02627,linen shirt,track pants,boots,brown,red,gray,slim,tailored,tailored,casual,0.92,0.74,0.64,0.78,good
O02628,tank top,track pants,sneakers,beige,white,black,baggy,oversized,baggy,casual,0.38,0.6,0.73,0.55,bad
O02629,denim jacket,trousers,heels,green,green,navy,slim,baggy,oversized,streetwear,0.34,0.54,0.89,0.57,average
O02630,graphic tee,jeans,sandals,red,white,blue,regular,tailored,baggy,sport,0.37,0.69,0.48,0.5,bad
O02631,linen shirt,trousers,sneakers,gray,beige,beige,slim,oversized,slim,casual,0.61,0.52,0.56,0.57,average
O02632,denim jacket,track pants,sandals,brown,green,black,baggy,tailored,tailored,sport,0.94,0.49,0.86,0.78,good
O02633,sweater,trousers,boots,white,navy,white,regular,slim,regular,minimal,0.52,0.7,0.45,0.55,bad
O02634,graphic tee,skirt,heels,green,black,black,regular,regular,regular,casual,0.81,0.78,0.99,0.85,good
O02635,graphic tee,shorts,oxfords,gray,black,white,tailored,baggy,slim,minimal,0.57,0.77,0.62,0.65,average
O02636,white tee,shorts,sandals,white,blue,red,baggy,regular,oversized,sport,0.69,0.67,0.81,0.72,average
O02637,tank top,jeans,sandals,navy,green,brown,baggy,slim,baggy,streetwear,0.33,0.84,0.54,0.55,bad
O02638,black hoodie,shorts,oxfords,red,navy,red,baggy,tailored,tailored,streetwear,0.78,0.93,0.87,0.85,good
O02639,tank top,chinos,oxfords,black,brown,black,tailored,slim,oversized,business,0.89,0.73,0.7,0.79,good
O02640,polo,shorts,heels,blue,brown,red,slim,regular,baggy,casual,0.55,0.61,0.84,0.66,average
O02641,tank top,jeans,boots,green,gray,beige,baggy,baggy,baggy,business,0.82,0.7,0.47,0.68,average
O02642,navy blazer,skirt,boots,white,gray,red,slim,oversized,regular,business,0.41,0.47,0.62,0.49,bad
O02643,white tee,skirt,sneakers,black,white,navy,regular,regular,slim,casual,0.35,0.48,0.68,0.49,bad
O02644,linen shirt,shorts,sneakers,black,brown,black,tailored,tailored,oversized,casual,0.91,0.65,0.79,0.8,good
O02645,polo,chinos,sneakers,white,red,red,tailored,baggy,regular,streetwear,0.66,0.61,0.69,0.65,average
O02646,navy blazer,track pants,sneakers,gray,white,red,slim,slim,regular,streetwear,0.92,0.86,0.42,0.75,good
O02647,turtleneck,chinos,sandals,red,blue,brown,oversized,baggy,regular,casual,0.95,0.63,0.69,0.78,good
O02648,sweater,chinos,boots,beige,gray,green,regular,regular,slim,minimal,0.51,0.86,0.93,0.74,good
O02649,polo,jeans,oxfords,white,navy,navy,slim,regular,tailored,business,0.86,0.44,0.54,0.64,average
O02650,linen shirt,chinos,sandals,gray,gray,gray,oversized,regular,baggy,casual,0.47,0.65,0.82,0.63,average
O02651,tank top,shorts,heels,white,white,black,slim,slim,baggy,casual,0.51,0.52,0.77,0.59,average
O02652,black hoodie,skirt,sandals,gray,beige,black,tailored,baggy,slim,business,0.55,0.4,0.78,0.57,average
O02653,tank top,track pants,boots,gray,red,brown,oversized,baggy,regular,casual,0.92,0.61,0.53,0.71,average
O02654,sweater,trousers,oxfords,red,red,green,slim,slim,oversized,casual,0.47,0.61,0.67,0.57,average
O02655,flannel,skirt,heels,beige,navy,blue,tailored,oversized,regular,minimal,0.48,0.51,0.46,0.48,bad
O02656,graphic tee,chinos,loafers,brown,green,gray,tailored,oversized,regular,streetwear,0.53,0.51,0.56,0.53,bad
O02657,flannel,cargo pants,sandals,brown,beige,navy,baggy,regular,oversized,minimal,0.72,0.62,0.74,0.7,average
O02658,sweater,jeans,sandals,red,brown,white,baggy,baggy,oversized,casual,0.37,0.59,0.83,0.57,average
O02659,white tee,shorts,oxfords,black,green,white,baggy,regular,slim,minimal,0.65,0.53,0.85,0.67,average
O02660,denim jacket,cargo pants,oxfords,beige,black,black,oversized,regular,regular,minimal,0.63,0.66,0.85,0.71,average
O02661,graphic tee,trousers,loafers,blue,navy,brown,baggy,tailored,slim,business,0.63,0.44,0.72,0.6,average
O02662,graphic tee,track pants,boots,blue,beige,red,slim,slim,baggy,minimal,0.67,0.46,0.74,0.63,average
O02663,linen shirt,shorts,heels,brown,red,beige,baggy,oversized,baggy,business,0.55,0.48,0.64,0.56,average
O02664,white tee,chinos,oxfords,beige,white,navy,oversized,slim,slim,casual,0.32,0.4,0.92,0.52,bad
O02665,tank top,jeans,sneakers,navy,beige,white,baggy,slim,tailored,casual,0.64,0.55,0.56,0.59,average
O02666,denim jacket,chinos,loafers,beige,red,navy,tailored,slim,regular,sport,0.82,0.53,0.92,0.76,good
O02667,navy blazer,trousers,sneakers,white,green,white,slim,oversized,regular,sport,0.38,0.68,0.61,0.54,bad
O02668,tank top,cargo pants,heels,blue,black,white,slim,oversized,oversized,business,0.69,0.5,0.82,0.67,average
O02669,turtleneck,cargo pants,sneakers,red,gray,blue,regular,baggy,oversized,sport,0.77,0.8,0.53,0.71,average
O02670,navy blazer,jeans,loafers,white,gray,brown,tailored,regular,slim,casual,0.46,0.77,0.68,0.62,average
O02671,linen shirt,trousers,sandals,blue,red,gray,baggy,tailored,slim,sport,0.62,0.41,0.78,0.6,average
O02672,tank top,chinos,heels,navy,gray,brown,slim,tailored,oversized,sport,0.7,0.46,0.71,0.63,average
O02673,turtleneck,skirt,oxfords,beige,gray,navy,oversized,tailored,slim,sport,0.6,0.69,0.82,0.69,average
O02674,white tee,trousers,heels,blue,white,black,slim,baggy,oversized,casual,0.45,0.54,0.84,0.59,average
O02675,tank top,jeans,sandals,gray,white,red,regular,oversized,baggy,casual,0.88,0.73,0.85,0.83,good
O02676,navy blazer,trousers,sneakers,beige,beige,green,baggy,regular,slim,casual,0.93,0.94,0.76,0.88,good
O02677,tank top,shorts,heels,brown,green,black,oversized,oversized,slim,casual,0.55,0.56,0.64,0.58,average
O02678,white tee,shorts,boots,gray,green,brown,regular,slim,regular,business,0.81,0.47,0.73,0.68,average
O02679,flannel,track pants,oxfords,gray,navy,beige,oversized,slim,oversized,casual,0.46,0.52,0.78,0.57,average
O02680,graphic tee,chinos,heels,white,brown,navy,slim,tailored,baggy,business,0.51,0.59,0.81,0.62,average
O02681,turtleneck,cargo pants,oxfords,black,gray,green,tailored,slim,oversized,minimal,0.77,0.83,0.8,0.8,good
O02682,sweater,jeans,loafers,green,beige,navy,oversized,oversized,tailored,sport,0.94,0.59,0.51,0.71,average
O02683,denim jacket,cargo pants,sneakers,navy,red,brown,baggy,slim,tailored,business,0.44,0.64,0.47,0.51,bad
O02684,polo,chinos,boots,red,red,red,oversized,tailored,baggy,streetwear,0.81,0.56,0.68,0.7,average
O02685,navy blazer,cargo pants,heels,blue,beige,gray,baggy,slim,regular,casual,0.55,0.56,0.55,0.55,bad
O02686,linen shirt,skirt,boots,black,blue,blue,oversized,baggy,regular,casual,0.79,0.94,0.49,0.75,good
O02687,white tee,skirt,loafers,navy,white,beige,oversized,oversized,slim,sport,0.35,0.72,0.6,0.54,bad
O02688,graphic tee,cargo pants,loafers,gray,navy,red,slim,regular,slim,minimal,0.81,0.91,0.6,0.78,good
O02689,turtleneck,shorts,oxfords,green,gray,green,baggy,oversized,slim,sport,0.67,0.88,0.58,0.71,average
O02690,flannel,track pants,sandals,white,beige,black,tailored,baggy,regular,casual,0.34,0.58,0.51,0.46,bad
O02691,linen shirt,jeans,boots,white,green,brown,slim,regular,oversized,business,0.75,0.55,0.83,0.71,average
O02692,black hoodie,cargo pants,heels,beige,green,beige,slim,regular,baggy,casual,0.53,0.49,0.54,0.52,bad
O02693,linen shirt,track pants,sneakers,white,brown,blue,slim,tailored,baggy,business,0.57,0.72,0.58,0.62,average
O02694,graphic tee,skirt,boots,beige,white,brown,regular,regular,oversized,sport,0.73,0.7,0.76,0.73,good
O02695,tank top,track pants,oxfords,green,green,brown,tailored,slim,slim,sport,0.75,0.82,0.5,0.7,average
O02696,white tee,skirt,loafers,blue,blue,beige,baggy,regular,tailored,minimal,0.81,0.61,0.7,0.72,average
O02697,graphic tee,chinos,boots,navy,gray,navy,tailored,regular,baggy,business,0.73,0.63,0.41,0.6,average
O02698,graphic tee,cargo pants,sandals,white,gray,blue,regular,tailored,tailored,minimal,0.43,0.72,0.89,0.66,average
O02699,black hoodie,jeans,boots,black,green,brown,tailored,regular,baggy,minimal,0.71,0.45,0.65,0.61,average
O02700,black hoodie,cargo pants,boots,black,beige,gray,regular,baggy,tailored,minimal,0.65,0.8,0.62,0.69,average
O02701,linen shirt,trousers,sneakers,white,beige,green,tailored,regular,baggy,casual,0.64,0.4,0.58,0.55,bad
O02702,white tee,cargo pants,sneakers,black,green,gray,baggy,baggy,tailored,casual,0.76,0.7,0.94,0.8,good
O02703,navy blazer,skirt,sneakers,white,gray,black,oversized,tailored,regular,business,0.57,0.57,0.67,0.6,average
O02704,white tee,shorts,oxfords,red,red,navy,regular,slim,slim,sport,0.65,0.56,0.45,0.56,average
O02705,linen shirt,chinos,sneakers,red,blue,white,tailored,baggy,slim,business,0.87,0.68,0.51,0.71,average
O02706,white tee,cargo pants,sneakers,gray,green,green,baggy,regular,tailored,minimal,0.66,0.53,0.93,0.7,average
O02707,tank top,cargo pants,heels,beige,blue,navy,regular,baggy,tailored,sport,0.4,0.76,0.47,0.53,bad
O02708,linen shirt,trousers,heels,brown,blue,gray,slim,tailored,oversized,sport,0.43,0.45,0.53,0.47,bad
O02709,flannel,skirt,loafers,gray,blue,navy,oversized,regular,slim,business,0.59,0.68,0.69,0.65,average
O02710,navy blazer,jeans,boots,black,beige,blue,tailored,tailored,slim,business,0.3,0.89,0.54,0.55,bad
O02711,flannel,shorts,sandals,brown,beige,navy,slim,regular,slim,sport,0.69,0.61,0.55,0.62,average
O02712,linen shirt,chinos,boots,brown,gray,navy,tailored,oversized,tailored,sport,0.86,0.91,0.62,0.8,good
O02713,white tee,jeans,boots,brown,brown,black,slim,baggy,slim,business,0.7,0.78,0.47,0.66,average
O02714,tank top,track pants,sandals,blue,blue,black,baggy,regular,baggy,business,0.38,0.45,0.59,0.46,bad
O02715,graphic tee,trousers,sandals,black,blue,navy,regular,regular,slim,sport,0.73,0.5,0.88,0.71,average
O02716,white tee,jeans,sneakers,green,blue,blue,oversized,regular,oversized,business,0.8,0.75,0.42,0.67,average
O02717,linen shirt,cargo pants,oxfords,green,beige,white,regular,oversized,oversized,casual,0.71,0.73,0.65,0.7,average
O02718,tank top,skirt,heels,red,blue,brown,regular,slim,tailored,sport,0.38,0.62,0.57,0.51,bad
O02719,black hoodie,chinos,heels,black,brown,gray,baggy,tailored,regular,casual,0.41,0.84,0.67,0.62,average
O02720,polo,cargo pants,boots,black,green,white,slim,regular,oversized,sport,0.68,0.57,0.57,0.61,average
O02721,polo,track pants,boots,beige,navy,gray,oversized,tailored,slim,minimal,0.69,0.79,0.65,0.71,average
O02722,polo,track pants,oxfords,navy,green,red,regular,regular,slim,casual,0.36,0.81,0.45,0.52,bad
O02723,graphic tee,track pants,sneakers,blue,white,gray,baggy,regular,regular,minimal,0.42,0.9,0.44,0.57,average
O02724,polo,trousers,heels,green,white,black,baggy,oversized,regular,business,0.46,0.67,0.53,0.54,bad
O02725,sweater,trousers,sandals,beige,black,blue,baggy,oversized,oversized,casual,0.94,0.76,0.51,0.76,good
O02726,navy blazer,jeans,oxfords,white,brown,gray,tailored,slim,oversized,streetwear,0.49,0.87,0.48,0.6,average
O02727,flannel,chinos,heels,gray,beige,navy,oversized,baggy,slim,streetwear,0.45,0.42,0.59,0.48,bad
O02728,white tee,shorts,sneakers,beige,white,blue,slim,tailored,oversized,sport,0.87,0.5,0.87,0.76,good
O02729,black hoodie,jeans,sneakers,white,navy,gray,tailored,baggy,tailored,sport,0.36,0.5,0.56,0.46,bad
O02730,graphic tee,cargo pants,boots,gray,gray,white,oversized,baggy,regular,casual,0.62,0.45,0.69,0.59,average
O02731,navy blazer,shorts,sandals,black,gray,blue,slim,regular,slim,minimal,0.88,0.75,0.43,0.71,average
O02732,black hoodie,jeans,oxfords,white,brown,white,tailored,slim,slim,business,0.8,0.85,0.74,0.8,good
O02733,sweater,track pants,sneakers,red,gray,navy,slim,regular,tailored,sport,0.64,0.53,0.54,0.58,average
O02734,sweater,skirt,sandals,navy,green,green,regular,oversized,oversized,business,0.89,0.61,0.83,0.79,good
O02735,navy blazer,jeans,loafers,black,beige,white,baggy,regular,oversized,streetwear,0.85,0.84,0.76,0.82,good
O02736,flannel,cargo pants,heels,green,gray,red,tailored,tailored,baggy,casual,0.8,0.54,0.81,0.73,good
O02737,linen shirt,trousers,loafers,red,red,black,oversized,oversized,regular,minimal,0.82,0.65,0.73,0.74,good
O02738,linen shirt,track pants,heels,red,white,white,oversized,baggy,slim,casual,0.66,0.53,0.77,0.65,average
O02739,sweater,cargo pants,boots,blue,brown,red,slim,baggy,regular,business,0.41,0.4,0.55,0.45,bad
O02740,navy blazer,chinos,sandals,white,beige,navy,oversized,tailored,baggy,business,0.65,0.94,0.48,0.69,average
O02741,denim jacket,shorts,loafers,navy,green,red,slim,slim,oversized,streetwear,0.59,0.81,0.62,0.67,average
O02742,black hoodie,track pants,oxfords,black,navy,gray,baggy,slim,slim,casual,0.49,0.57,0.6,0.55,bad
O02743,linen shirt,skirt,loafers,navy,white,brown,tailored,baggy,baggy,business,0.58,0.44,0.66,0.56,average
O02744,black hoodie,cargo pants,oxfords,blue,beige,green,tailored,oversized,oversized,casual,0.73,0.87,0.68,0.76,good
O02745,flannel,cargo pants,loafers,blue,white,green,tailored,tailored,baggy,streetwear,0.83,0.64,0.65,0.72,average
O02746,black hoodie,skirt,oxfords,white,beige,red,slim,regular,slim,sport,0.8,0.82,0.77,0.8,good
O02747,black hoodie,trousers,sneakers,navy,white,navy,slim,tailored,oversized,streetwear,0.51,0.68,0.85,0.66,average
O02748,denim jacket,skirt,sandals,red,beige,navy,oversized,baggy,oversized,business,0.52,0.75,0.6,0.61,average
O02749,navy blazer,skirt,heels,brown,green,beige,slim,regular,tailored,minimal,0.86,0.84,0.53,0.76,good
O02750,tank top,skirt,heels,beige,black,white,regular,tailored,oversized,minimal,0.9,0.52,0.89,0.78,good
O02751,black hoodie,track pants,oxfords,white,green,green,oversized,oversized,oversized,streetwear,0.92,0.88,0.82,0.88,good
O02752,navy blazer,trousers,sandals,beige,white,beige,regular,tailored,tailored,sport,0.42,0.77,0.75,0.62,average
O02753,denim jacket,skirt,sneakers,blue,gray,white,tailored,baggy,regular,minimal,0.33,0.84,0.51,0.54,bad
O02754,sweater,skirt,oxfords,red,red,red,slim,tailored,oversized,sport,0.31,1.0,0.67,0.62,average
O02755,graphic tee,shorts,sneakers,beige,red,red,slim,regular,slim,casual,0.49,0.62,0.43,0.51,bad
O02756,linen shirt,cargo pants,sneakers,blue,gray,brown,slim,slim,regular,sport,0.71,0.43,0.68,0.62,average
O02757,polo,shorts,heels,red,blue,blue,slim,oversized,baggy,streetwear,0.38,0.65,0.72,0.56,average
O02758,graphic tee,chinos,sandals,green,blue,navy,regular,tailored,baggy,business,0.37,0.68,0.47,0.49,bad
