outfit_id,season,occasion,brand_coherence,season_fit,style_score,color_score,fit_score,style_consistency,formality_match,occasion_fit,contrast_score,clash_penalty,harmony_type,proportion_score,silhouette_balance,fit_quality,final_score,label,source_label
"O02505","all-season","casual",1,0.85,0.65,0.91,0.84,0.53,0.75,0.88,0.86,0,"neutral_dominant",0.8,0.9,0.8,0.79,"good","average"
"O02506","autumn","date",1,0.95,0.41,0.92,0.84,0.09,0.75,0.9,0.82,0,"mixed_harmonious",0.8,0.9,0.8,0.4,"average","good"
"O02507","all-season","casual",1,0.85,0.77,0.93,0.84,0.63,1,0.88,0.88,0,"monochromatic",0.8,0.9,0.8,0.84,"good","average"
"O02508","summer","office",1,0.8,0.49,1,0.84,0.46,0.41,0.78,0.92,0,"monochromatic",0.8,0.9,0.8,0.75,"good","bad"
"O02509","all-season","casual",0.88,0.85,0.68,0.85,0.87,0.63,0.75,0.88,0.78,0,"mixed_harmonious",0.8,0.9,0.89,0.79,"good","average"
"O02510","autumn","gym",1,0.95,0.59,0.85,0.84,0.53,0.75,0.55,0.67,0,"mixed_harmonious",0.8,0.9,0.8,0.74,"good","good"
"O02511","autumn","travel",1,0.95,0.51,0.98,0.84,0.23,0.75,0.88,0.91,0,"analogous",0.8,0.9,0.8,0.42,"average","good"
"O02512","all-season","date",0.88,0.85,0.32,0.93,0.84,0.07,0.5,0.9,0.88,0,"monochromatic",0.8,0.9,0.79,0.34,"bad","good"
"O02513","all-season","office",0.88,0.85,0.62,0.91,0.84,0.55,0.75,0.78,0.86,0,"neutral_dominant",0.8,0.9,0.8,0.77,"good","average"
"O02514","winter","casual",1,0.95,0.77,1,0.84,0.6,1,0.88,0.92,0,"monochromatic",0.8,0.9,0.8,0.86,"good","bad"
"O02515","autumn","casual",0.88,0.95,0.59,0.92,0.84,0.42,0.75,0.88,0.82,0,"mixed_harmonious",0.8,0.9,0.8,0.76,"good","average"
"O02516","summer","casual",1,0.95,0.44,0.98,0.84,0.08,0.75,0.88,0.9,0,"neutral_dominant",0.8,0.9,0.8,0.4,"average","bad"
"O02517","summer","gym",0.88,1,0.39,0.94,0.84,0.2,0.5,0.92,0.9,0,"monochromatic",0.8,0.9,0.8,0.42,"average","bad"
"O02518","all-season","event",1,0.85,0.61,0.71,0.84,0.42,0.75,0.94,0.5,0,"complementary",0.8,0.9,0.8,0.71,"good","bad"
"O02519","summer","casual",0.88,0.95,0.53,0.85,0.84,0.38,0.75,0.88,0.67,0,"mixed_harmonious",0.8,0.9,0.8,0.72,"good","good"
"O02520","summer","casual",1,0.8,0.54,1,0.84,0.42,0.75,0.88,0.92,0,"monochromatic",0.8,0.9,0.8,0.77,"good","average"
"O02521","all-season","office",0.88,0.85,0.55,0.93,0.84,0.34,0.75,0.93,0.88,0,"monochromatic",0.8,0.9,0.8,0.75,"good","average"
"O02522","summer","gym",1,1,0.41,0.92,0.84,0.16,0.75,0.55,0.82,0,"mixed_harmonious",0.8,0.9,0.8,0.42,"average","bad"
"O02523","all-season","gym",0.88,0.85,0.48,0.93,0.84,0.34,0.75,0.55,0.88,0,"monochromatic",0.8,0.9,0.8,0.72,"good","average"
"O02524","all-season","office",0.88,0.85,0.51,0.85,0.84,0.41,0.75,0.78,0.78,0,"mixed_harmonious",0.8,0.9,0.8,0.71,"good","good"
"O02525","summer","event",1,0.45,0.22,0.81,0.84,0.17,0.41,0.3,0.59,0,"mixed_harmonious",0.8,0.9,0.8,0.42,"average","good"
"O02526","all-season","casual",0.88,0.85,0.56,0.78,0.84,0.52,0.5,0.88,0.63,0,"mixed_harmonious",0.8,0.9,0.8,0.71,"good","average"
"O02527","all-season","office",0.88,0.85,0.55,0.84,0.84,0.34,0.75,0.93,0.75,0,"mixed_harmonious",0.8,0.9,0.8,0.72,"good","average"
"O02528","winter","gym",1,0.6,0.43,1,0.84,0.26,0.5,0.92,0.92,0,"monochromatic",0.8,0.9,0.8,0.42,"average","average"
"O02529","all-season","casual",0.88,0.85,0.49,0.85,0.84,0.31,0.75,0.88,0.78,0,"mixed_harmonious",0.8,0.9,0.8,0.7,"good","bad"
"O02530","all-season","casual",0.88,0.85,0.44,0.93,0.87,0.11,0.75,0.88,0.88,0,"monochromatic",0.8,0.9,0.89,0.4,"average","average"
"O02531","autumn","weekend",1,0.95,0.51,0.92,0.84,0.23,0.75,0.88,0.82,0,"mixed_harmonious",0.8,0.9,0.8,0.42,"average","bad"
"O02532","all-season","event",0.88,0.85,0.65,0.93,0.84,0.53,0.75,0.94,0.88,0,"monochromatic",0.8,0.9,0.8,0.79,"good","average"
"O02533","autumn","casual",1,0.95,0.7,0.92,0.84,0.62,0.75,0.88,0.82,0,"mixed_harmonious",0.8,0.9,0.8,0.81,"good","good"
"O02534","spring","date",1,0.95,0.61,0.92,0.84,0.43,0.75,0.9,0.82,0,"mixed_harmonious",0.8,0.9,0.8,0.77,"good","average"
"O02535","autumn","casual",1,0.95,0.41,1,0.84,0.09,0.75,0.88,0.92,0,"monochromatic",0.8,0.9,0.8,0.4,"average","average"
"O02536","summer","casual",1,1,0.62,1,0.84,0.44,0.75,0.88,0.92,0,"monochromatic",0.8,0.9,0.8,0.8,"good","average"
"O02537","summer","casual",0.62,0.95,0.6,1,0.84,0.7,0.41,0.88,0.92,0,"monochromatic",0.8,0.9,0.8,0.79,"good","average"
"O02538","summer","gym",0.88,0.95,0.18,0.98,0.84,0.09,0.09,0.55,0.9,0,"neutral_dominant",0.8,0.9,0.8,0.34,"bad","bad"
"O02539","spring","date",1,0.95,0.61,1,0.84,0.43,0.75,0.9,0.92,0,"monochromatic",0.8,0.9,0.8,0.8,"good","good"
"O02540","all-season","office",0.62,0.85,0.58,0.85,0.84,0.52,0.75,0.78,0.78,0,"mixed_harmonious",0.8,0.9,0.79,0.74,"good","average"
"O02541","winter","gym",1,0.95,0.45,1,0.84,0.17,0.75,0.92,0.92,0,"monochromatic",0.8,0.9,0.8,0.42,"average","good"
"O02542","all-season","date",0.88,0.85,0.3,0.93,0.84,0.44,0.09,0.32,0.88,0,"monochromatic",0.8,0.9,0.79,0.4,"average","average"
"O02543","winter","office",1,0.95,0.65,0.91,0.84,0.48,0.75,0.93,0.79,0,"mixed_harmonious",0.8,0.9,0.8,0.79,"good","good"
"O02544","winter","casual",1,0.95,0.67,0.98,0.84,0.41,1,0.88,0.9,0,"neutral_dominant",0.8,0.9,0.8,0.81,"good","good"
"O02545","all-season","casual",1,0.85,0.77,0.91,0.84,0.63,1,0.88,0.86,0,"neutral_dominant",0.8,0.9,0.8,0.83,"good","average"
"O02546","all-season","gym",0.88,0.85,0.48,0.84,0.87,0.46,0.75,0.25,0.75,0,"mixed_harmonious",0.8,0.9,0.89,0.71,"good","good"
"O02547","all-season","casual",0.88,0.85,0.37,0.85,0.84,0.2,0.5,0.88,0.78,0,"mixed_harmonious",0.8,0.9,0.8,0.42,"average","good"
"O02548","all-season","casual",0.88,0.85,0.54,0.72,0.84,0.44,0.75,0.88,0.54,0,"triadic",0.8,0.9,0.8,0.68,"average","average"
"O02549","winter","date",1,0.95,0.56,0.83,0.84,0.42,0.75,0.9,0.69,0,"analogous",0.8,0.9,0.8,0.73,"good","bad"
"O02550","summer","casual",1,1,0.62,0.94,0.84,0.44,0.75,0.88,0.9,0,"monochromatic",0.8,0.9,0.8,0.78,"good","average"
"O02551","all-season","casual",0.88,0.85,0.6,0.93,0.84,0.46,0.75,0.88,0.88,0,"monochromatic",0.8,0.9,0.79,0.77,"good","good"
"O02552","summer","date",1,0.53,0.55,0.92,0.84,0.48,0.75,0.68,0.84,0,"complementary",0.8,0.9,0.8,0.75,"good","average"
"O02553","summer","gym",1,1,0.44,0.92,0.84,0.29,0.75,0.55,0.82,0,"mixed_harmonious",0.8,0.9,0.8,0.7,"good","bad"
"O02554","all-season","gym",1,0.85,0.54,0.91,0.84,0.44,0.75,0.55,0.86,0,"neutral_dominant",0.8,0.9,0.8,0.74,"good","average"
"O02555","winter","casual",1,0.6,0.69,0.98,0.84,0.69,0.75,0.88,0.9,0,"neutral_dominant",0.8,0.9,0.8,0.82,"good","bad"
"O02556","all-season","casual",0.88,0.85,0.49,0.93,0.87,0.37,0.5,0.88,0.88,0,"monochromatic",0.8,0.9,0.89,0.74,"good","average"
"O02557","all-season","casual",0.88,0.85,0.62,0.93,0.84,0.35,1,0.88,0.88,0,"monochromatic",0.8,0.9,0.8,0.78,"good","average"
"O02558","all-season","gym",0.88,0.85,0.48,0.74,0.84,0.34,0.75,0.55,0.55,0,"mixed_harmonious",0.8,0.9,0.8,0.67,"average","average"
"O02559","spring","casual",0.88,0.95,0.19,0.98,0.84,0.09,0.09,0.62,0.9,0,"neutral_dominant",0.8,0.9,0.8,0.4,"average","average"
"O02560","summer","office",0.88,0.95,0.38,1,0.84,0.3,0.28,0.78,0.92,0,"monochromatic",0.8,0.9,0.8,0.7,"good","bad"
"O02561","summer","casual",1,0.95,0.66,0.85,0.84,0.68,0.5,0.88,0.78,0,"mixed_harmonious",0.8,0.9,0.8,0.77,"good","average"
"O02562","spring","casual",0.88,0.95,0.52,0.92,0.84,0.36,0.75,0.88,0.82,0,"mixed_harmonious",0.8,0.9,0.8,0.74,"good","average"
"O02563","summer","gym",0.88,0.95,0.53,0.85,0.84,0.42,0.5,0.92,0.67,0,"mixed_harmonious",0.8,0.9,0.8,0.72,"good","average"
"O02564","summer","gym",0.88,0.95,0.35,1,0.84,0.44,0.09,0.55,0.92,0,"monochromatic",0.8,0.9,0.8,0.4,"average","average"
"O02565","all-season","weekend",0.88,0.85,0.44,0.93,0.87,0.11,0.75,0.88,0.88,0,"monochromatic",0.8,0.9,0.89,0.4,"average","average"
"O02566","all-season","office",0.88,0.85,0.51,0.93,0.84,0.26,0.75,0.93,0.88,0,"monochromatic",0.8,0.9,0.8,0.4,"average","good"
"O02567","winter","office",1,0.95,0.49,0.85,0.84,0.32,0.75,0.78,0.67,0,"mixed_harmonious",0.8,0.9,0.8,0.7,"good","bad"
"O02568","summer","gym",0.88,0.95,0.18,0.98,0.84,0.09,0.09,0.55,0.9,0,"neutral_dominant",0.8,0.9,0.8,0.4,"average","bad"
"O02569","all-season","gym",0.88,0.85,0.42,0.93,0.84,0.21,0.5,0.92,0.88,0,"monochromatic",0.8,0.9,0.8,0.42,"average","average"
"O02570","summer","date",1,0.95,0.51,1,0.84,0.3,0.75,0.9,0.92,0,"monochromatic",0.8,0.9,0.8,0.76,"good","average"
"O02571","summer","gym",0.88,0.95,0.73,1,0.84,0.68,0.75,0.92,0.92,0,"monochromatic",0.8,0.9,0.8,0.84,"good","average"
"O02572","all-season","casual",0.88,0.85,0.69,0.93,0.84,0.49,1,0.88,0.88,0,"monochromatic",0.8,0.9,0.8,0.81,"good","average"
"O02573","autumn","casual",0.62,0.95,0.61,0.94,0.84,0.53,0.75,0.88,0.9,0,"monochromatic",0.8,0.9,0.8,0.78,"good","average"
"O02574","winter","casual",1,0.95,0.29,0.92,0.84,0.29,0.09,0.62,0.82,0,"mixed_harmonious",0.8,0.9,0.8,0.4,"average","bad"
"O02575","summer","casual",0.88,0.95,0.32,1,0.87,0.2,0.18,0.88,0.92,0,"monochromatic",0.8,0.9,0.89,0.42,"average","average"
"O02576","summer","gym",1,0.95,0.61,1,0.84,0.57,0.75,0.55,0.92,0,"monochromatic",0.8,0.9,0.8,0.8,"good","good"
"O02577","spring","casual",1,0.95,0.55,0.92,0.84,0.41,0.75,0.88,0.84,0,"complementary",0.8,0.9,0.8,0.75,"good","average"
"O02578","all-season","date",1,0.85,0.13,0.74,0.84,0.08,0.09,0.32,0.55,0,"mixed_harmonious",0.8,0.9,0.8,0.34,"bad","average"
"O02579","spring","casual",1,0.95,0.61,1,0.84,0.42,0.75,0.88,0.92,0,"monochromatic",0.8,0.9,0.8,0.8,"good","good"
"O02580","autumn","date",1,0.95,0.41,0.98,0.84,0.09,0.75,0.9,0.9,0,"neutral_dominant",0.8,0.9,0.8,0.4,"average","good"
"O02581","all-season","event",0.88,0.85,0.52,0.88,0.84,0.24,1,0.6,0.78,0,"monochromatic",0.8,0.9,0.8,0.42,"average","average"
"O02582","summer","gym",0.88,0.95,0.15,0.92,0.84,0.07,0.09,0.55,0.82,0,"mixed_harmonious",0.8,0.9,0.8,0.34,"bad","good"
"O02583","summer","gym",1,0.95,0.38,1,0.84,0.38,0.28,0.55,0.92,0,"monochromatic",0.8,0.9,0.8,0.7,"good","average"
"O02584","autumn","casual",0.88,0.95,0.76,1,0.84,0.62,1,0.88,0.92,0,"monochromatic",0.8,0.9,0.8,0.86,"good","bad"
"O02585","spring","office",1,0.95,0.54,0.81,0.84,0.68,0.5,0.28,0.62,0,"complementary",0.8,0.9,0.8,0.71,"good","bad"
"O02586","summer","casual",0.88,0.95,0.36,0.94,0.84,0.23,0.28,0.88,0.9,0,"monochromatic",0.8,0.9,0.8,0.42,"average","average"
"O02587","all-season","casual",0.88,0.85,0.29,0.93,0.84,0.3,0.09,0.62,0.88,0,"monochromatic",0.8,0.9,0.8,0.4,"average","good"
"O02588","all-season","office",0.88,0.85,0.43,0.85,0.84,0.09,0.75,0.93,0.78,0,"mixed_harmonious",0.8,0.9,0.8,0.4,"average","good"
"O02589","summer","office",0.88,1,0.49,0.85,0.84,0.23,0.75,0.78,0.78,0,"mixed_harmonious",0.8,0.9,0.8,0.42,"average","good"
"O02590","all-season","date",0.88,0.85,0.55,0.93,0.84,0.34,0.75,0.9,0.88,0,"monochromatic",0.8,0.9,0.8,0.75,"good","average"
"O02591","summer","gym",0.88,0.95,0.5,1,0.84,0.45,0.5,0.92,0.92,0,"monochromatic",0.8,0.9,0.8,0.75,"good","average"
"O02592","autumn","casual",1,0.95,0.55,0.92,0.84,0.41,0.75,0.88,0.82,0,"mixed_harmonious",0.8,0.9,0.8,0.75,"good","good"
"O02593","spring","date",1,0.95,0.61,0.94,0.84,0.42,0.75,0.9,0.9,0,"monochromatic",0.8,0.9,0.8,0.78,"good","average"
"O02594","all-season","date",0.88,0.85,0.62,0.85,0.87,0.5,0.75,0.9,0.8,0,"complementary",0.8,0.9,0.89,0.76,"good","average"
"O02595","all-season","casual",0.88,0.85,0.48,0.93,0.84,0.21,0.75,0.88,0.88,0,"monochromatic",0.8,0.9,0.8,0.42,"average","average"
"O02596","summer","gym",0.88,0.95,0.48,1,0.84,0.52,0.18,0.92,0.92,0,"monochromatic",0.8,0.9,0.8,0.4,"average","average"
"O02597","all-season","casual",0.88,0.85,0.35,0.93,0.84,0.44,0.09,0.62,0.88,0,"monochromatic",0.8,0.9,0.79,0.4,"average","average"
"O02598","summer","office",1,1,0.51,0.93,0.84,0.29,0.75,0.93,0.89,0,"analogous",0.8,0.9,0.8,0.74,"good","average"
"O02599","autumn","casual",1,0.95,0.41,1,0.84,0.09,0.75,0.88,0.92,0,"monochromatic",0.8,0.9,0.8,0.4,"average","average"
"O02600","all-season","casual",0.88,0.85,0.58,0.93,0.84,0.26,1,0.88,0.88,0,"monochromatic",0.8,0.9,0.8,0.42,"average","good"
"O02601","all-season","date",1,0.85,0.56,0.85,0.84,0.44,0.75,0.9,0.78,0,"mixed_harmonious",0.8,0.9,0.8,0.73,"good","good"
"O02602","all-season","casual",0.88,0.85,0.51,0.71,0.84,0.26,0.75,0.88,0.5,0,"complementary",0.8,0.9,0.8,0.42,"average","good"
"O02603","all-season","date",0.62,0.85,0.41,0.93,0.84,0.09,0.75,0.9,0.88,0,"monochromatic",0.8,0.9,0.8,0.4,"average","average"
"O02604","all-season","office",1,0.85,0.27,0.88,0.84,0.18,0.5,0.28,0.78,0,"monochromatic",0.8,0.9,0.8,0.42,"average","good"
"O02605","autumn","casual",1,0.6,0.72,0.92,0.84,0.74,0.75,0.88,0.82,0,"mixed_harmonious",0.8,0.9,0.8,0.82,"good","average"
"O02606","summer","casual",0.88,0.95,0.37,1,0.87,0.38,0.18,0.88,0.92,0,"monochromatic",0.8,0.9,0.89,0.4,"average","average"
"O02607","all-season","casual",1,0.85,0.56,0.93,0.84,0.44,0.75,0.88,0.88,0,"monochromatic",0.8,0.9,0.8,0.76,"good","good"
"O02608","spring","casual",1,0.95,0.61,0.92,0.84,0.42,0.75,0.88,0.82,0,"mixed_harmonious",0.8,0.9,0.8,0.77,"good","average"
"O02609","summer","gym",1,1,0.41,0.77,0.84,0.16,0.75,0.55,0.54,0,"complementary",0.8,0.9,0.8,0.42,"average","average"
"O02610","summer","office",1,0.8,0.24,1,0.84,0.07,0.28,0.78,0.92,0,"monochromatic",0.8,0.9,0.8,0.4,"average","average"
"O02611","all-season","casual",0.88,0.85,0.68,0.85,0.84,0.62,0.75,0.88,0.78,0,"mixed_harmonious",0.8,0.9,0.8,0.78,"good","average"
"O02612","summer","date",1,0.95,0.4,0.67,0.84,0.06,0.75,0.9,0.57,0,"mixed_harmonious",0.8,0.9,0.8,0.4,"average","bad"
"O02613","all-season","gym",0.88,0.85,0.52,0.93,0.84,0.43,0.75,0.55,0.88,0,"monochromatic",0.8,0.9,0.8,0.74,"good","average"
"O02614","autumn","gym",0.88,0.95,0.6,0.98,0.84,0.42,0.75,0.92,0.9,0,"neutral_dominant",0.8,0.9,0.8,0.79,"good","bad"
"O02615","autumn","gym",1,0.95,0.72,1,0.84,0.63,1,0.55,0.92,0,"monochromatic",0.8,0.9,0.8,0.84,"good","good"
"O02616","autumn","gym",1,0.95,0.59,0.94,0.84,0.53,0.75,0.55,0.9,0,"monochromatic",0.8,0.9,0.8,0.77,"good","average"
"O02617","summer","casual",1,1,0.48,0.77,0.84,0.16,0.75,0.88,0.54,0,"complementary",0.8,0.9,0.8,0.42,"average","average"
"O02618","all-season","casual",0.88,0.85,0.42,0.93,0.84,0.09,0.75,0.88,0.88,0,"monochromatic",0.8,0.9,0.8,0.4,"average","average"
"O02619","winter","casual",1,0.95,0.61,0.98,0.84,0.42,0.75,0.88,0.9,0,"neutral_dominant",0.8,0.9,0.8,0.79,"good","average"
"O02620","summer","gym",0.88,0.95,0.11,1,0.84,0.08,0.09,0.25,0.92,0,"monochromatic",0.8,0.9,0.8,0.34,"bad","average"
"O02621","spring","office",1,0.95,0.3,1,0.84,0.24,0.5,0.28,0.92,0,"monochromatic",0.8,0.9,0.8,0.42,"average","bad"
"O02622","all-season","date",0.88,0.85,0.23,0.91,0.84,0.3,0.09,0.32,0.86,0,"neutral_dominant",0.8,0.9,0.8,0.4,"average","good"
"O02623","all-season","office",0.88,0.85,0.46,0.78,0.84,0.21,0.75,0.78,0.63,0,"mixed_harmonious",0.8,0.9,0.8,0.42,"average","average"
"O02624","all-season","casual",1,0.85,0.61,0.93,0.84,0.46,0.75,0.88,0.88,0,"monochromatic",0.8,0.9,0.8,0.78,"good","bad"
"O02625","summer","date",0.88,0.95,0.5,1,0.84,0.3,0.75,0.9,0.92,0,"monochromatic",0.8,0.9,0.8,0.75,"good","average"
"O02626","spring","casual",1,0.95,0.61,0.98,0.84,0.42,0.75,0.88,0.9,0,"neutral_dominant",0.8,0.9,0.8,0.79,"good","bad"
"O02627","summer","casual",1,0.95,0.33,0.85,0.84,0.07,0.5,0.88,0.78,0,"mixed_harmonious",0.8,0.9,0.8,0.4,"average","good"
"O02628","summer","gym",0.88,0.95,0.73,0.98,0.84,0.68,0.75,0.92,0.9,0,"neutral_dominant",0.8,0.9,0.8,0.84,"good","bad"
"O02629","spring","date",1,0.95,0.61,0.81,0.84,0.42,0.75,0.9,0.59,0,"mixed_harmonious",0.8,0.9,0.8,0.74,"good","average"
"O02630","all-season","gym",0.88,0.85,0.45,0.85,0.84,0.28,0.75,0.55,0.8,0,"complementary",0.8,0.9,0.8,0.42,"average","bad"
"O02631","summer","casual",1,0.95,0.59,0.98,0.84,0.38,0.75,0.88,0.9,0,"neutral_dominant",0.8,0.9,0.8,0.78,"good","average"
"O02632","spring","gym",1,0.95,0.41,0.98,0.84,0.24,0.5,0.92,0.91,0,"analogous",0.8,0.9,0.8,0.42,"average","good"
"O02633","autumn","casual",1,0.95,0.78,1,0.84,0.63,1,0.88,0.92,0,"monochromatic",0.8,0.9,0.8,0.86,"good","bad"
"O02634","all-season","date",0.88,0.85,0.39,0.93,0.84,0.09,0.75,0.9,0.88,0,"monochromatic",0.8,0.9,0.8,0.4,"average","good"
"O02635","summer","casual",0.88,0.95,0.36,0.98,0.84,0.23,0.28,0.88,0.9,0,"neutral_dominant",0.8,0.9,0.8,0.4,"average","average"
"O02636","summer","gym",0.62,1,0.42,0.92,0.84,0.24,0.75,0.55,0.84,0,"complementary",0.8,0.9,0.8,0.42,"average","average"
"O02637","summer","gym",0.88,1,0.41,0.81,0.84,0.24,0.5,0.92,0.59,0,"mixed_harmonious",0.8,0.9,0.8,0.42,"average","bad"
"O02638","summer","office",0.88,0.95,0.36,0.65,0.84,0.33,0.28,0.78,0.51,0,"mixed_harmonious",0.8,0.9,0.79,0.59,"average","good"
"O02639","summer","gym",0.88,0.95,0.17,1,0.84,0.08,0.09,0.55,0.92,0,"monochromatic",0.8,0.9,0.8,0.34,"bad","good"
"O02640","summer","date",1,0.95,0.3,0.71,0.84,0.08,0.28,0.9,0.5,0,"complementary",0.8,0.9,0.8,0.4,"average","average"
"O02641","summer","gym",0.88,0.95,0.45,1,0.84,0.46,0.18,0.92,0.92,0,"monochromatic",0.8,0.9,0.8,0.4,"average","average"
"O02642","all-season","office",0.88,0.85,0.61,0.93,0.87,0.46,0.75,0.93,0.88,0,"monochromatic",0.8,0.9,0.89,0.78,"good","bad"
"O02643","all-season","casual",0.88,0.85,0.48,0.93,0.84,0.21,0.75,0.88,0.88,0,"monochromatic",0.8,0.9,0.8,0.42,"average","bad"
"O02644","summer","casual",1,0.95,0.52,1,0.84,0.33,0.75,0.88,0.92,0,"monochromatic",0.8,0.9,0.8,0.76,"good","good"
"O02645","all-season","office",1,0.85,0.62,0.93,0.84,0.46,0.75,0.93,0.88,0,"monochromatic",0.8,0.9,0.8,0.78,"good","average"
"O02646","all-season","office",0.88,0.85,0.44,0.93,0.87,0.47,0.14,0.93,0.88,0,"monochromatic",0.8,0.9,0.89,0.72,"good","good"
"O02647","winter","casual",0.88,0.6,0.58,0.76,0.84,0.48,0.75,0.88,0.52,0,"complementary",0.8,0.9,0.8,0.71,"good","good"
"O02648","autumn","casual",1,0.95,0.78,1,0.84,0.63,1,0.88,0.92,0,"monochromatic",0.8,0.9,0.8,0.86,"good","good"
"O02649","all-season","office",1,0.85,0.6,0.93,0.84,0.42,0.75,0.93,0.88,0,"monochromatic",0.8,0.9,0.8,0.77,"good","average"
"O02650","summer","casual",0.88,1,0.49,0.98,0.84,0.29,0.75,0.88,0.9,0,"neutral_dominant",0.8,0.9,0.8,0.74,"good","average"
"O02651","summer","gym",0.88,0.95,0.22,0.98,0.84,0.33,0.09,0.25,0.9,0,"neutral_dominant",0.8,0.9,0.8,0.4,"average","average"
"O02652","all-season","office",0.88,0.85,0.44,0.91,0.84,0.24,0.75,0.78,0.86,0,"neutral_dominant",0.8,0.9,0.79,0.42,"average","average"
"O02653","summer","gym",0.88,0.95,0.52,0.85,0.84,0.59,0.18,0.92,0.78,0,"mixed_harmonious",0.8,0.9,0.8,0.4,"average","average"
"O02654","autumn","casual",1,0.95,0.61,0.81,0.84,0.42,0.75,0.88,0.59,0,"mixed_harmonious",0.8,0.9,0.8,0.74,"good","average"
"O02655","autumn","date",1,0.95,0.61,0.94,0.84,0.43,0.75,0.9,0.9,0,"monochromatic",0.8,0.9,0.8,0.78,"good","bad"
"O02656","all-season","date",0.88,0.85,0.64,0.92,0.84,0.53,0.75,0.9,0.87,0,"analogous",0.8,0.9,0.8,0.78,"good","bad"
"O02657","autumn","casual",1,0.6,0.5,0.92,0.84,0.28,0.75,0.88,0.82,0,"mixed_harmonious",0.8,0.9,0.8,0.42,"average","average"
"O02658","autumn","casual",0.88,0.6,0.7,0.92,0.84,0.74,0.75,0.88,0.82,0,"mixed_harmonious",0.8,0.9,0.8,0.81,"good","average"
"O02659","summer","casual",0.88,0.95,0.4,1,0.84,0.3,0.28,0.88,0.92,0,"monochromatic",0.8,0.9,0.8,0.71,"good","average"
"O02660","spring","casual",1,0.95,0.41,0.98,0.84,0.09,0.75,0.88,0.9,0,"neutral_dominant",0.8,0.9,0.8,0.4,"average","average"
"O02661","all-season","office",0.88,0.85,0.64,0.78,0.84,0.53,0.75,0.93,0.63,0,"mixed_harmonious",0.8,0.9,0.8,0.74,"good","average"
"O02662","all-season","casual",0.88,0.85,0.56,0.85,0.84,0.52,0.5,0.88,0.8,0,"complementary",0.8,0.9,0.8,0.73,"good","average"
"O02663","summer","date",1,0.95,0.29,0.85,0.84,0.12,0.28,0.9,0.78,0,"mixed_harmonious",0.8,0.9,0.8,0.42,"average","average"
"O02664","all-season","casual",0.88,0.85,0.52,0.93,0.84,0.28,0.75,0.88,0.88,0,"monochromatic",0.8,0.9,0.8,0.74,"good","bad"
"O02665","summer","gym",0.88,0.95,0.58,1,0.84,0.52,0.5,0.92,0.92,0,"monochromatic",0.8,0.9,0.8,0.78,"good","average"
"O02666","spring","gym",1,0.95,0.64,0.91,0.84,0.62,0.75,0.55,0.79,0,"mixed_harmonious",0.8,0.9,0.8,0.78,"good","good"
"O02667","all-season","gym",0.88,0.85,0.38,0.93,0.87,0.39,0.5,0.25,0.88,0,"monochromatic",0.8,0.9,0.89,0.69,"average","bad"
"O02668","summer","gym",0.88,0.95,0.12,1,0.84,0.09,0.09,0.25,0.92,0,"monochromatic",0.8,0.9,0.8,0.34,"bad","average"
"O02669","winter","travel",0.62,0.95,0.48,0.92,0.84,0.32,0.75,0.88,0.84,0,"complementary",0.8,0.9,0.8,0.72,"good","average"
"O02670","all-season","casual",0.88,0.85,0.64,0.93,0.87,0.54,0.75,0.88,0.88,0,"monochromatic",0.8,0.9,0.89,0.8,"good","average"
"O02671","summer","gym",1,1,0.44,0.92,0.84,0.29,0.75,0.55,0.84,0,"complementary",0.8,0.9,0.8,0.7,"good","average"
"O02672","summer","gym",0.62,0.95,0.11,0.92,0.84,0.08,0.09,0.25,0.82,0,"mixed_harmonious",0.8,0.9,0.8,0.34,"bad","average"
"O02673","winter","gym",1,0.95,0.5,1,0.84,0.42,0.75,0.55,0.92,0,"monochromatic",0.8,0.9,0.8,0.75,"good","average"
"O02674","all-season","date",0.88,0.85,0.52,0.93,0.84,0.28,0.75,0.9,0.88,0,"monochromatic",0.8,0.9,0.8,0.74,"good","average"
"O02675","summer","gym",0.88,1,0.41,0.94,0.84,0.24,0.5,0.92,0.9,0,"monochromatic",0.8,0.9,0.8,0.42,"average","good"
"O02676","all-season","casual",0.88,0.85,0.5,0.93,0.87,0.39,0.5,0.88,0.88,0,"monochromatic",0.8,0.9,0.89,0.74,"good","good"
"O02677","summer","gym",0.88,0.95,0.22,0.93,0.84,0.33,0.09,0.25,0.89,0,"analogous",0.8,0.9,0.8,0.4,"average","average"
"O02678","summer","office",0.88,0.95,0.38,0.93,0.84,0.21,0.41,0.78,0.89,0,"analogous",0.8,0.9,0.8,0.42,"average","average"
"O02679","autumn","casual",1,0.95,0.17,1,0.84,0.07,0.09,0.62,0.92,0,"monochromatic",0.8,0.9,0.8,0.34,"bad","average"
"O02680","all-season","date",0.88,0.85,0.43,0.85,0.84,0.09,0.75,0.9,0.78,0,"mixed_harmonious",0.8,0.9,0.8,0.4,"average","average"
"O02681","winter","casual",1,0.95,0.44,1,0.84,0.09,0.75,0.88,0.92,0,"monochromatic",0.8,0.9,0.8,0.4,"average","good"
"O02682","autumn","gym",1,0.95,0.59,0.92,0.84,0.53,0.75,0.55,0.82,0,"mixed_harmonious",0.8,0.9,0.8,0.76,"good","average"
